"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140098","MF","GO:0140098","catalytic activity, acting on RNA","199/5368","420/18662",0.473809523809524,1.64721187282663,8.52473265504329,2.68329431936055e-16,3.36485107647812e-13,2.71153952272224e-13,"56919/60528/55703/9716/6301/23517/54802/64848/5431/1975/11218/3735/60487/54505/1659/55699/24140/25885/23210/51095/23016/25996/1653/55218/79670/22894/27292/8886/22803/16/54517/2687/51493/171568/55687/23351/8846/23405/328/9692/25939/51654/60625/64863/2332/9683/79650/123263/56986/10940/90459/10775/2617/7458/1787/11101/79665/117246/1655/1665/83480/1656/833/8909/4848/4839/51567/8732/83594/54974/57472/5917/54464/8087/1615/10056/7257/55157/5511/51692/2107/81627/79712/54482/51251/10212/79828/5393/27161/9477/10799/23019/84172/192669/64172/112487/55278/23404/10247/91298/51520/25917/4677/8565/192670/23318/25821/55226/1660/83990/2058/96764/91801/8634/87178/80745/51163/29081/246175/7453/79068/9785/28987/51651/81875/93587/57721/9879/10146/5558/57038/51110/5440/11128/10556/85463/57647/25819/79691/10557/9412/80746/9337/122402/9941/563/1973/51728/127253/64216/129450/90957/80149/10569/84881/9188/221120/9665/115752/4141/2021/29063/2237/6036/6039/3035/55006/9533/5394/246243/5859/55106/54931/9156/201626/170506/1662/63899/201164/55039/123283/25840/51082/57697/79979/3376/27044/5557/131870/29883/7407/8449/51202/1654/27297/92935/57604/283459/80755",199
"GO:0045296","MF","GO:0045296","cadherin binding","160/5368","334/18662",0.479041916167665,1.66540242912089,7.79733063177025,7.10979923821155e-14,4.45784412235864e-11,3.59231961509636e-11,"55971/9052/4361/6642/7414/1495/5318/1265/5586/55854/9748/5315/54505/28513/22905/2011/8301/2023/1739/832/5663/9689/23085/25978/10890/2017/2060/118/23348/6128/10985/3655/7430/55357/51100/1399/85377/11252/4627/5905/1983/22919/128866/8428/10562/56061/3646/10226/10652/7458/5216/55379/7531/1982/1656/867/8496/3875/9685/5917/90/10190/3069/829/4179/5052/9588/57488/5493/9414/8727/5110/7112/60437/9208/79026/7408/3895/5787/58513/10606/3791/51429/4301/23647/5901/7223/23075/8650/3939/23670/26136/28988/10006/55833/7094/5962/54874/5861/471/3417/29789/9101/29766/8615/8826/1012/5694/26135/83939/1956/5795/64405/3688/288/5756/9531/23367/10694/9133/114793/4690/10163/3898/10611/57650/7534/3190/26130/7529/29091/2194/26156/5797/3728/64837/9793/10458/5781/23042/5062/9798/302/29119/10801/57496/57698/9045/5770/6714/27044/55742/23607/1500/26058/659/6643/1192/1654/5297",160
"GO:0043021","MF","GO:0043021","ribonucleoprotein complex binding","92/5368","180/18662",0.511111111111111,1.77689186951482,6.65530891758513,2.01796126112181e-10,8.43507807148918e-08,6.79734319535769e-08,"56919/7812/11171/27067/29927/8531/1975/54505/51009/7155/83737/25929/4528/51776/55147/10419/51550/6729/2332/5935/23420/90459/10430/27000/2146/7458/23560/57003/1655/80315/8087/10289/2107/219402/57510/6628/85451/1984/1965/4193/1660/79139/5292/29789/55759/9728/79631/26135/54499/6726/83939/166378/10146/92399/127933/6728/23367/10600/84295/115416/56648/80149/80155/6059/9147/6632/6730/3921/3954/51068/84305/55106/79612/90441/23592/6731/9793/4869/6734/283820/253943/79048/27044/55319/2475/26046/23/7866/1654/28985/4830/283131",92
"GO:0004674","MF","GO:0004674","protein serine/threonine kinase activity","183/5368","433/18662",0.422632794457275,1.46929456225068,6.27847140397261,9.08812643017962e-10,2.84912763586131e-07,2.29594772972959e-07,"5166/4293/6792/8491/5583/7444/5256/5601/5218/55781/5128/65125/28996/5586/6416/9748/8621/5315/6093/375449/7049/5597/1459/6196/2011/80216/9175/9891/4140/9262/2932/8895/27102/6790/8550/8812/11213/51776/54822/4214/6732/25/8317/5594/9252/6789/1457/8780/5230/5127/8428/29904/23678/8767/3551/6788/1760/51422/1326/6198/5608/10553/10114/1432/896/8899/7272/1452/7867/6787/200576/90/23178/23683/10000/6195/6446/91754/2185/5290/1017/83732/140901/9088/440275/146057/11035/4294/9113/5894/5562/25778/9201/9475/51765/51347/6733/91/26750/5292/8737/3706/658/55589/94/25989/91807/5170/50488/5596/23476/9064/8444/8476/9730/817/340156/1956/11011/1111/26524/1456/140609/127933/23097/7273/5603/5261/701/23049/1859/65018/5681/29941/57551/8986/9261/204851/152110/7048/5584/5580/6850/9833/5347/91419/51755/5604/10746/983/8493/5581/112858/9943/9024/545/149420/6197/83903/9212/5062/389840/5571/29110/5613/3654/5592/613/30849/65267/4217/51135/415116/9874/27347/2475/2869/7150/659/6046/1147/100130827/5591",183
"GO:0051020","MF","GO:0051020","GTPase binding","140/5368","321/18662",0.43613707165109,1.51624255423857,5.9284434890479,7.92920587592954e-09,1.98864483368313e-06,1.60253424018786e-06,"57679/23077/9912/6792/10048/10928/5583/80143/26999/2665/54432/8531/10787/23534/3843/5586/4904/9950/7813/6093/10640/8301/2023/23032/117/23085/3842/57531/55054/51194/10059/1795/332/11069/4650/11078/85377/9681/5905/23002/9321/5875/9371/94121/23062/22870/84079/857/57589/9827/22841/3837/5216/23603/8936/1894/22930/54206/5906/149371/64121/9783/8934/25782/79109/4952/1434/57510/23163/8678/117177/23677/4301/1729/54521/23647/92154/10526/9475/1794/55654/9648/3936/2058/3706/54874/5876/121512/5830/9815/8826/2803/5921/23500/221472/1730/80005/203228/196383/2059/5903/51571/123720/114793/56990/29941/9255/22836/26130/30968/55088/164/5604/727851/160518/128344/664/220441/259173/23580/1104/55785/5062/10193/9735/11260/26985/51479/23299/643338/1121/3376/4644/4641/54708/55705/10497/1122/10527/57139",140
"GO:0019787","MF","GO:0019787","ubiquitin-like protein transferase activity","196/5368","484/18662",0.40495867768595,1.40785000800581,5.77691502329653,1.40465477277599e-08,2.93572847510181e-06,2.36573435414903e-06,"54467/23077/26224/51666/9690/55148/9604/23376/9921/330/23304/8554/25897/8452/23338/23327/54542/10758/9474/55749/6047/9759/4734/998/56852/84708/55743/27252/29089/7319/3093/83737/11043/4850/11342/57531/55054/4799/10075/57542/8315/55072/55632/25831/117584/57820/54941/57534/331/8266/4210/51283/51366/79872/9830/54926/8453/57178/54894/4591/51003/7323/10612/50862/329/9354/867/26273/83892/9025/26036/373/7337/9616/868/57448/90025/84085/26234/22954/26190/54836/9870/23024/8805/26994/11059/55905/140825/5469/79654/23352/6049/8924/10277/51132/7322/84231/85363/7326/79845/7428/51444/4193/149041/64844/255488/80204/580/8916/8451/79018/114804/8535/64326/51506/130507/9039/64422/55016/10299/9140/153830/257218/115426/90678/89910/79596/147339/9412/5903/9320/57630/6103/153769/286053/54778/84676/112950/89970/55585/9903/284996/165918/285671/5828/220972/8945/25820/8065/54765/254225/64400/26263/57691/55159/81844/10477/7324/80196/11236/81603/10892/344558/283450/79102/55167/11065/56888/51320/220441/7334/84333/10193/84133/140739/7327/5071/7332/80829/55182/6613/51136/57162/10210/54708/55958/51465/26046/9867/6048/6992/10206/84461/134111/7335",196
"GO:0106310","MF","GO:0106310","protein serine kinase activity","152/5368","362/18662",0.419889502762431,1.45975743303884,5.613107665491,3.94678534908708e-08,6.29350937664128e-06,5.07157643043366e-06,"4293/6792/8491/5583/7444/5601/5291/5218/55781/5128/65125/28996/5586/6416/9748/8621/6093/375449/5597/1459/6196/2011/80216/9175/9891/4140/9262/2932/27102/6790/8550/51776/54822/4214/6732/8317/5594/9252/6789/1457/8780/5230/5127/8428/23678/8767/3551/6788/1760/1326/6198/5608/10114/1432/8899/7272/1452/7867/6787/200576/23178/23683/10000/6195/6446/91754/5290/1017/83732/140901/9088/440275/146057/11035/4294/9113/5894/5562/25778/9201/9475/51765/51347/6733/26750/5292/8737/55589/25989/5170/50488/5596/9064/8444/8476/9730/817/340156/11011/1111/26524/1456/140609/127933/23097/7273/5603/701/23049/1859/65018/5681/29941/57551/8986/9261/204851/152110/5584/5580/9833/5347/51755/5604/10746/983/5581/112858/9943/9024/545/149420/6197/83903/9212/5062/389840/29110/5613/3654/5592/613/30849/65267/4217/51135/415116/9874/27347/2475/100130827/5591",152
"GO:0031267","MF","GO:0031267","small GTPase binding","125/5368","286/18662",0.437062937062937,1.5194613508697,5.62544183821011,4.25062454298318e-08,6.29350937664128e-06,5.07157643043366e-06,"57679/23077/9912/6792/10048/10928/5583/80143/26999/2665/54432/8531/10787/23534/3843/5586/9950/7813/6093/10640/8301/23032/117/23085/3842/57531/51194/10059/1795/332/11069/4650/11078/85377/9681/5905/23002/9321/5875/9371/94121/23062/22870/84079/857/57589/9827/22841/3837/5216/23603/8936/1894/22930/54206/5906/149371/9783/8934/25782/79109/4952/1434/57510/23163/23677/4301/1729/54521/23647/92154/10526/9475/1794/55654/9648/3706/5876/121512/5830/9815/8826/2803/23500/221472/1730/80005/203228/196383/2059/5903/51571/123720/114793/56990/29941/22836/26130/55088/164/5604/727851/160518/128344/220441/259173/23580/1104/55785/5062/10193/9735/11260/26985/51479/23299/643338/1121/4644/4641/55705/10497/1122/10527/57139",125
"GO:0016887","MF","GO:0016887","ATP hydrolysis activity","165/5368","400/18662",0.4125,1.43406762295082,5.57646643256285,4.51687275835498e-08,6.29350937664128e-06,5.07157643043366e-06,"1080/56919/477/6683/9716/1244/10061/5981/23517/64848/5982/10721/23095/23200/10347/11218/54505/1659/23250/3796/10060/9319/8243/4905/60/4292/7520/1653/10847/546/102157402/5243/4998/5705/8886/55614/9044/4650/4174/5706/5700/57680/9371/60625/286410/6594/23078/84056/4363/56652/9126/79665/1655/8714/1665/1656/5985/1108/254394/23195/10111/10051/523/10058/5825/9928/9525/27030/54454/3416/80007/6950/81930/10212/84181/83732/10257/84515/55288/5189/54617/10749/148229/22/10693/84893/10574/23456/1660/83990/10730/27348/10592/1861/9550/84896/9585/1763/29789/55605/9785/166378/9879/10146/908/22948/57647/1105/10350/23460/23461/6782/10694/122402/29028/23515/5701/1973/81570/249/79677/56916/90957/113510/476/7203/5984/23132/6059/22836/55582/538/7486/509/9188/10576/7184/10845/90990/3800/55636/55729/10924/225/1106/488/170506/79915/80205/1662/55137/146909/51182/57697/641/4644/54863/439/23137/8449/23/51202/1654/3833/51750",165
"GO:0140101","MF","GO:0140101","catalytic activity, acting on a tRNA","75/5368","153/18662",0.490196078431373,1.70418018175974,5.55755678366762,8.92429621289935e-08,1.09344994378265e-05,8.81148280056526e-06,"60528/6301/54802/3735/60487/55699/24140/51095/16/54517/2687/55687/8846/9692/51654/123263/56986/10940/10775/2617/1787/11101/83480/833/54974/5917/1615/10056/55157/2107/81627/79712/54482/51251/79828/10799/64172/112487/55278/51520/25917/4677/8565/25821/55226/2058/91801/80745/7453/79068/51651/93587/57038/10556/79691/10557/80746/127253/129450/84881/4141/3035/55006/5859/54931/63899/55039/123283/79979/3376/7407/92935/57604/283459/80755",75
"GO:0180051","MF","GO:0180051","translation factor activity","47/5368","83/18662",0.566265060240964,1.9686360943027,5.61997520843093,9.97915632455256e-08,1.09344994378265e-05,8.81148280056526e-06,"1975/54505/8672/8668/4528/10985/1983/29904/2935/8669/3646/8662/7458/8661/1982/54516/10767/80315/10289/1981/1933/8890/8892/9617/2107/10987/219402/27161/8894/1984/1965/9470/79631/83939/8893/8667/10480/1977/9669/1973/317649/56648/85476/1964/84285/23/28985",47
"GO:0003743","MF","GO:0003743","translation initiation factor activity","33/5368","51/18662",0.647058823529412,2.24951783992285,5.6779108252768,1.04636358256713e-07,1.09344994378265e-05,8.81148280056526e-06,"1975/54505/8672/8668/4528/1983/8669/3646/8662/7458/8661/1982/10289/1981/8890/8892/10987/219402/27161/8894/1965/9470/83939/8893/8667/10480/1977/9669/1973/317649/1964/84285/28985",33
"GO:0032182","MF","GO:0032182","ubiquitin-like protein binding","62/5368","121/18662",0.512396694214876,1.7813612346196,5.47928438792437,1.53401641750091e-07,1.44398732782664e-05,1.16362615186231e-05,"3720/83932/54165/23118/8975/6047/4734/7319/55728/2060/55072/9683/23062/51366/23142/55294/329/9025/23197/10254/550/9994/5887/22954/23163/10054/8924/7153/10208/4193/51028/64844/9373/84259/6996/10040/8535/26135/55293/9184/29761/10600/54778/257397/56916/26043/165918/51271/4088/64127/165324/7334/55666/11124/5071/123879/4077/51136/64771/84301/8449/137886",62
"GO:0000287","MF","GO:0000287","magnesium ion binding","104/5368","233/18662",0.446351931330472,1.55175479554569,5.38541362527532,1.61210706455925e-07,1.44398732782664e-05,1.16362615186231e-05,"2729/159/10721/23200/4199/10797/3422/5315/23250/25885/375449/6196/2011/2023/25996/5236/55218/10914/11213/58484/51776/6732/25/64781/3705/5494/9252/6789/286410/6102/6788/85865/6009/55149/1326/5414/51567/83594/54974/2956/10056/64121/6195/51251/1017/5911/10054/55288/148229/9113/26061/7153/55556/5901/3612/51765/6733/8803/5495/403/3417/27068/6996/3607/9064/27/8444/8476/141/58478/5631/11128/60496/3688/8872/65018/8986/7086/7486/11164/3419/5347/2021/2237/55276/11076/246243/9943/3981/9024/170506/6197/348654/5464/3418/283871/5138/4217/51135/5557/131870/390916/4830/11165",104
"GO:0043022","MF","GO:0043022","ribosome binding","59/5368","114/18662",0.517543859649123,1.79925549716318,5.43920449190727,1.93862862598508e-07,1.62069353132352e-05,1.30602349540047e-05,"56919/27067/29927/1975/54505/25929/4528/51776/2332/5935/23420/90459/10430/27000/7458/57003/80315/10289/2107/219402/85451/1984/1965/1660/5292/29789/79631/26135/54499/83939/10146/92399/6728/23367/10600/115416/56648/80149/80155/6059/9147/6730/3921/3954/51068/84305/55106/79612/6731/4869/283820/253943/2475/26046/23/7866/1654/28985/4830",59
"GO:0004540","MF","GO:0004540","RNA nuclease activity","62/5368","123/18662",0.504065040650406,1.75239601129245,5.31987907844591,3.2684243715405e-07,2.56162760119487e-05,2.06426802413084e-05,"60528/23016/25996/55218/22894/22803/23351/23405/328/9692/25939/9683/79650/10940/90459/10775/8909/4848/83594/57472/54464/7257/5511/51692/5393/27161/10799/23019/192669/23404/10247/192670/87178/51163/246175/28987/81875/51110/10556/85463/25819/10557/80746/9337/9941/563/80149/9665/115752/2021/2237/6036/6039/5394/246243/55106/9156/201626/201164/27044/131870/29883",62
"GO:0140993","MF","GO:0140993","histone modifying activity","91/5368","202/18662",0.450495049504951,1.56615846010831,5.14095391260372,5.67403999310104e-07,4.15780595801575e-05,3.35053615352566e-05,"23028/80853/3720/9031/23304/23338/58508/5315/9759/23210/54556/5927/79960/10847/54665/7994/8648/10075/6790/23409/27154/23411/2033/10419/9252/6839/84444/54531/2146/4591/79829/8850/55818/150572/1386/55870/7799/80218/79903/1017/8202/9329/8242/23030/8520/55274/5562/9575/580/675/23067/9960/10498/63976/9869/9730/80854/54904/1111/10600/23522/7862/1859/8888/8986/114803/8314/165918/90826/25862/64324/8085/55209/983/84864/23133/55167/545/83903/84333/124512/79813/29072/84193/10196/51547/11091/5253/57708/7052/5591",91
"GO:0003713","MF","GO:0003713","transcription coactivator activity","122/5368","289/18662",0.422145328719723,1.46759987417427,5.09071919910563,5.96814252346758e-07,4.15780595801575e-05,3.35053615352566e-05,"23028/55904/57658/9604/10463/25937/57492/9967/58508/55749/28996/6882/5315/865/8692/64710/79364/5927/79960/11043/10847/7994/8648/56970/23411/25/2033/9321/328/9663/23568/4793/84444/9830/57178/4591/23125/9969/6603/329/4928/29915/135112/9457/9439/9444/57472/23286/10915/7337/8850/10153/8289/22954/29126/56943/6883/10987/8805/23389/57826/8202/9477/5469/11035/55902/85363/23175/27097/1660/29079/86/6601/10499/6760/23476/10498/473/63976/55827/7110/6867/92140/4863/84159/55835/117143/133746/9412/64210/133522/10600/23522/1859/23076/9794/10629/114803/10370/322/8085/23414/81603/171023/93624/3728/1488/8204/4869/84193/26039/7332/51741/283149/57496/3146/57591/5253/23054/10206/26292/120376",122
"GO:0061659","MF","GO:0061659","ubiquitin-like protein ligase activity","159/5368","398/18662",0.399497487437186,1.38886402953665,4.98295805874978,8.55987230562413e-07,5.64951572171193e-05,4.55261906559511e-05,"54467/23077/51666/9690/55148/9604/23376/9921/330/23304/8554/25897/8452/23338/23327/54542/10758/9474/55749/6047/4734/998/56852/84708/55743/3093/83737/11043/4850/11342/57531/4799/10075/8315/55072/55632/25831/117584/57820/54941/57534/331/4210/51283/51366/79872/9830/57178/54894/4591/51003/7323/10612/329/9354/867/9025/26036/373/7337/9616/868/57448/90025/84085/22954/54836/9870/23024/8805/26994/11059/55905/140825/5469/79654/23352/6049/8924/10277/51132/7322/84231/85363/79845/51444/4193/149041/64844/255488/580/8916/8451/79018/114804/8535/64326/130507/64422/55016/10299/9140/153830/257218/115426/90678/89910/79596/147339/9412/5903/9320/57630/6103/153769/286053/54778/84676/112950/284996/165918/285671/5828/220972/8945/25820/54765/254225/57691/55159/81844/80196/11236/81603/344558/283450/79102/55167/11065/56888/51320/220441/84333/10193/84133/140739/5071/80829/55182/51136/57162/10210/54708/26046/9867/6048/6992/10206/84461",159
"GO:0004842","MF","GO:0004842","ubiquitin-protein transferase activity","178/5368","455/18662",0.391208791208791,1.36004814857274,4.94075088457722,9.86700144095657e-07,6.18660990347977e-05,4.98543230700964e-05,"54467/23077/26224/51666/9690/55148/9604/9921/330/23304/25897/8452/23338/23327/54542/10758/55749/6047/4734/998/56852/84708/55743/27252/29089/7319/3093/83737/11043/4850/11342/57531/4799/10075/57542/8315/55072/55632/25831/117584/57820/54941/57534/331/4210/51283/51366/79872/9830/54926/8453/54894/4591/51003/7323/10612/50862/329/9354/867/26273/83892/9025/373/7337/9616/868/57448/90025/84085/26234/22954/26190/54836/9870/23024/8805/26994/11059/55905/140825/5469/79654/23352/6049/8924/10277/51132/7322/84231/85363/7326/79845/7428/51444/4193/149041/64844/255488/80204/580/8916/8451/79018/114804/64326/130507/55016/10299/153830/257218/115426/90678/89910/79596/147339/9412/9320/57630/6103/153769/54778/84676/112950/89970/55585/9903/284996/165918/285671/5828/220972/8945/25820/8065/54765/254225/64400/26263/55159/81844/10477/7324/80196/11236/81603/10892/344558/283450/79102/55167/11065/56888/51320/220441/7334/84333/10193/84133/7327/5071/7332/80829/55182/51136/57162/10210/54708/55958/51465/26046/9867/6048/6992/10206/84461/134111/7335",178
